"OTU","Genus","Phylum","p_value","p_adj_BH","control","Bronchitis","in_top_panel"
"RSV_genus1186","Morganella","Proteobacteria",7.58764455632525e-06,1.00440013674264e-05,-0.250616434859206,-0.230491773275225,FALSE
"RSV_genus1188","Pantoea","Proteobacteria",1.94013978412413e-06,9.88373175507391e-06,-0.146145245449228,-0.0757971079673379,FALSE
"RSV_genus1189","Pectobacterium","Proteobacteria",6.08272388383255e-06,9.88373175507391e-06,-0.253425696019019,-0.230491773275225,FALSE
"RSV_genus1190","Plesiomonas","Proteobacteria",6.50933745116619e-06,9.88373175507391e-06,-0.25201593600048,-0.230491773275225,FALSE
"RSV_genus1191","Proteus","Proteobacteria",7.43221528048484e-06,1.00029117791742e-05,-0.248936080232577,-0.230491773275225,FALSE
"RSV_genus1192","Providencia","Proteobacteria",6.58272763419153e-06,9.88373175507391e-06,-0.252106806468976,-0.230491773275225,FALSE
"RSV_genus1193","Rahnella","Proteobacteria",6.077839123079e-06,9.88373175507391e-06,-0.250858028094102,-0.230491773275225,FALSE
"RSV_genus1194","Serratia","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1195","Shimwellia","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1196","Tatumella","Proteobacteria",6.36234751857262e-06,9.88373175507391e-06,-0.251886958646613,-0.230491773275225,FALSE
"RSV_genus1197","Trabulsiella","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1198","Yersinia","Proteobacteria",3.68226387293377e-05,4.13665266284178e-05,0.143905290132779,0.354215755478107,FALSE
"RSV_genus1200","Aquicella","Proteobacteria",5.84378315703104e-07,9.88373175507391e-06,-0.247613403545562,-0.187679696254023,FALSE
"RSV_genus1201","Coxiella","Proteobacteria",3.86742898252212e-05,4.33457487588135e-05,-0.223948764387951,-0.230491773275225,FALSE
"RSV_genus1202","Diplorickettsia","Proteobacteria",5.88549796423117e-06,9.88373175507391e-06,-0.253506957326854,-0.230491773275225,FALSE
"RSV_genus1204","Rickettsiella","Proteobacteria",7.44999281874684e-06,1.00030206412294e-05,-0.250201491565983,-0.230491773275225,FALSE
"RSV_genus1205","Legionella","Proteobacteria",1.85799054061182e-05,2.1498331794849e-05,-0.234663273304114,-0.230491773275225,FALSE
"RSV_genus1207","Methylobacter","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1208","Methylocaldum","Proteobacteria",6.077839123079e-06,9.88373175507391e-06,-0.25286995810806,-0.230491773275225,FALSE
"RSV_genus1209","Methylomonas","Proteobacteria",6.01226116518138e-06,9.88373175507391e-06,-0.253025618710692,-0.230491773275225,FALSE
"RSV_genus1212","Alcanivorax","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1214","Cobetia","Proteobacteria",6.32927107116052e-06,9.88373175507391e-06,-0.252706802710199,-0.230491773275225,FALSE
"RSV_genus1215","Halomonas","Proteobacteria",1.13842436143972e-05,1.37494306481769e-05,-0.237787910032373,-0.230491773275225,FALSE
"RSV_genus1216","Kushneria","Proteobacteria",6.08272388383255e-06,9.88373175507391e-06,-0.251248757711085,-0.230491773275225,FALSE
"RSV_genus1218","Marinomonas","Proteobacteria",7.25665676041362e-06,9.89078216638297e-06,-0.23773846281891,-0.20730352844056,FALSE
"RSV_genus1219","Marinospirillum","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1221","Nitrincola","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1222","Oceanobacter","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1223","Pseudospirillum","Proteobacteria",5.88313097154507e-06,9.88373175507391e-06,-0.253506957326854,-0.230491773275225,FALSE
"RSV_genus1224","Reinekea","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1226","Gilliamella","Proteobacteria",6.06808086102494e-06,9.88373175507391e-06,-0.252503009633747,-0.230491773275225,FALSE
"RSV_genus1228","Actinobacillus","Proteobacteria",5.94641615479037e-15,5.73829158937271e-12,3.55392043739777,1.80333715415501,TRUE
"RSV_genus1229","Aggregatibacter","Proteobacteria",4.51187711933387e-06,9.88373175507391e-06,3.78718820535074,2.6594567745167,TRUE
"RSV_genus1230","Bibersteinia","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1231","Bisgaardia","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1232","Gallibacterium","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1233","Haemophilus","Proteobacteria",7.1461910704151e-09,1.37921487659011e-06,7.44187178791177,6.6370129914151,TRUE
"RSV_genus1234","Mannheimia","Proteobacteria",0.237813942408258,0.243104294940645,1.25543575923025,0.523543146740928,FALSE
"RSV_genus1236","Necropsobacter","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1237","Pasteurella","Proteobacteria",4.58214503361785e-06,9.88373175507391e-06,-0.243632147453103,-0.211815473780156,FALSE
"RSV_genus1238","Acinetobacter","Proteobacteria",0.000222286729236164,0.000242654630896944,0.504974737291946,0.700015102479424,FALSE
"RSV_genus1239","Alkanindiges","Proteobacteria",6.36489869959443e-06,9.88373175507391e-06,-0.251553276661225,-0.230491773275225,FALSE
"RSV_genus1240","Enhydrobacter","Proteobacteria",3.44706845458773e-06,9.88373175507391e-06,-0.252480592338409,-0.214065939958218,FALSE
"RSV_genus1241","Moraxella","Proteobacteria",0.0421161663443197,0.0437011833572779,0.383926932647576,0.204690259451431,FALSE
"RSV_genus1243","Perlucidibaca","Proteobacteria",5.95932847195329e-06,9.88373175507391e-06,-0.253002115971749,-0.230491773275225,FALSE
"RSV_genus1244","Psychrobacter","Proteobacteria",8.25735631526077e-06,1.05681019154199e-05,-0.24622092304574,-0.230491773275225,FALSE
"RSV_genus1246","Azomonas","Proteobacteria",7.06812433687165e-06,9.88373175507391e-06,-0.183755742343186,-0.182458030831089,FALSE
"RSV_genus1248","Pseudomonas","Proteobacteria",0.000297703056322247,0.000323517397917757,0.560797594277792,0.761892384026398,FALSE
"RSV_genus1250","Oceanococcus","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1254","Leucothrix","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1256","Thiothrix","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1257","Aliivibrio","Proteobacteria",9.30443005081182e-06,1.16004844948752e-05,-0.17186472741002,-0.102907747508317,FALSE
"RSV_genus1258","Enterovibrio","Proteobacteria",6.58272763419153e-06,9.88373175507391e-06,-0.251687142223517,-0.230491773275225,FALSE
"RSV_genus1260","Photobacterium","Proteobacteria",1.37748654123144e-05,1.6330153713616e-05,-0.238512672526557,-0.230491773275225,FALSE
"RSV_genus1261","Vibrio","Proteobacteria",1.04366354343204e-05,1.27647062029393e-05,-0.244648109224001,-0.230491773275225,FALSE
"RSV_genus1263","Alkanibacter","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1264","Nevskia","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1265","Solimonas","Proteobacteria",6.077839123079e-06,9.88373175507391e-06,-0.252389676578444,-0.230491773275225,FALSE
"RSV_genus1266","Aquimonas","Proteobacteria",6.82948123441223e-06,9.88373175507391e-06,-0.251257726851398,-0.230491773275225,FALSE
"RSV_genus1267","Arenimonas","Proteobacteria",1.10909969429587e-06,9.88373175507391e-06,-0.247070074148596,-0.192357015016428,FALSE
"RSV_genus1268","Chiayiivirga","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1269","Dokdonella","Proteobacteria",7.19328454306841e-06,9.88373175507391e-06,-0.250703431184144,-0.230491773275225,FALSE
"RSV_genus1270","Dyella","Proteobacteria",6.4161283374784e-06,9.88373175507391e-06,-0.25201593600048,-0.230491773275225,FALSE
"RSV_genus1271","Frateuria","Proteobacteria",7.23643518295404e-06,9.88504952821526e-06,-0.251454958199699,-0.230491773275225,FALSE
"RSV_genus1272","Ignatzschineria","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1273","Luteibacter","Proteobacteria",7.95511765631109e-06,1.03181297558336e-05,-0.246091841542039,-0.211408734224356,FALSE
"RSV_genus1274","Luteimonas","Proteobacteria",3.87844640999699e-07,9.88373175507391e-06,-0.245250592515631,-0.157696209779544,FALSE
"RSV_genus1275","Lysobacter","Proteobacteria",7.19328454306841e-06,9.88373175507391e-06,-0.249520966981,-0.230491773275225,FALSE
"RSV_genus1276","Mizugakiibacter","Proteobacteria",6.17129466240849e-06,9.88373175507391e-06,-0.25113722764281,-0.230491773275225,FALSE
"RSV_genus1278","Pseudofulvimonas","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1279","Pseudoxanthomonas","Proteobacteria",7.39383633933973e-06,9.98704606479706e-06,-0.231889549402337,-0.215878445111547,FALSE
"RSV_genus1280","Rhodanobacter","Proteobacteria",6.71575475928381e-06,9.88373175507391e-06,-0.252811566756976,-0.230491773275225,FALSE
"RSV_genus1281","Silanimonas","Proteobacteria",6.29635919359587e-06,9.88373175507391e-06,-0.251758991462768,-0.230491773275225,FALSE
"RSV_genus1282","Stenotrophomonas","Proteobacteria",0.000191437191723486,0.000209690000014943,0.0442495197106124,0.141875303827038,FALSE
"RSV_genus1283","Tahibacter","Proteobacteria",7.05966696749804e-06,9.88373175507391e-06,-0.252130958924522,-0.230491773275225,FALSE
"RSV_genus1284","Thermomonas","Proteobacteria",4.0514380617968e-06,9.88373175507391e-06,-0.240074978178043,-0.222640856629205,FALSE
"RSV_genus1285","Xanthomonas","Proteobacteria",0.000543944460840337,0.000588460094967405,-0.142847107143575,-0.178939406160228,FALSE
"RSV_genus1286","Xylella","Proteobacteria",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1287","Acidibacter","Proteobacteria",1.96810281322349e-06,9.88373175507391e-06,-0.252920854663914,-0.210281359975754,FALSE
"RSV_genus1288","Candidatus Competibacter","Proteobacteria",5.83363407780422e-06,9.88373175507391e-06,-0.253303164250403,-0.230491773275225,FALSE
"RSV_genus1290","Steroidobacter","Proteobacteria",3.28899007065258e-06,9.88373175507391e-06,-0.240321738835217,-0.195224267040341,FALSE
"RSV_genus1299","Candidatus Saccharimonas","Saccharibacteria",0.796248771644783,0.797902455490358,0.443101852132669,0.306066701335765,FALSE
"RSV_genus1301","Turneriella","Spirochaetae",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1304","Sphaerochaeta","Spirochaetae",8.34617895313532e-06,1.06254125194929e-05,-0.250924991982435,-0.230491773275225,FALSE
"RSV_genus1305","Spirochaeta 2","Spirochaetae",9.39510512703234e-05,0.000103851963889876,-0.207378984837787,-0.230491773275225,FALSE
"RSV_genus1306","Treponema","Spirochaetae",6.28122438639767e-06,9.88373175507391e-06,-0.252177511499726,-0.230491773275225,FALSE
"RSV_genus1307","Treponema 2","Spirochaetae",0.000505788235453783,0.000547795339183951,4.09582705162914,3.4480171076263,TRUE
"RSV_genus1308","Candidatus Tammella","Synergistetes",8.0153426655995e-06,1.03683722148841e-05,-0.244590650256985,-0.223729361757567,FALSE
"RSV_genus1309","Fretibacterium","Synergistetes",0.035585933957195,0.0370047696860918,2.06708709212266,1.68149208497422,FALSE
"RSV_genus1310","Jonquetella","Synergistetes",5.03646787394506e-06,9.88373175507391e-06,-0.250310862720392,-0.204478510869052,FALSE
"RSV_genus1311","Pyramidobacter","Synergistetes",2.49094085073273e-05,2.83796684882773e-05,-0.124559766355934,-0.103927212850588,FALSE
"RSV_genus1312","Synergistes","Synergistetes",6.59327634695288e-06,9.88373175507391e-06,-0.251973043416483,-0.230491773275225,FALSE
"RSV_genus1314","Acholeplasma","Tenericutes",0.0994016954916387,0.102045357605778,0.260616512290729,-0.00667170805408098,FALSE
"RSV_genus1315","Anaeroplasma","Tenericutes",6.53545790870737e-06,9.88373175507391e-06,-0.252373120724811,-0.230491773275225,FALSE
"RSV_genus1316","Entomoplasma","Tenericutes",5.16862371455651e-06,9.88373175507391e-06,-0.250289897734295,-0.225132688940258,FALSE
"RSV_genus1317","Mesoplasma","Tenericutes",7.07659139602991e-06,9.88373175507391e-06,-0.25051238684209,-0.230491773275225,FALSE
"RSV_genus1318","Spiroplasma","Tenericutes",1.08878173433688e-05,1.32828618664361e-05,-0.244628462042563,-0.230491773275225,FALSE
"RSV_genus1319","Candidatus Phytoplasma","Tenericutes",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1321","Candidatus Bacilloplasma","Tenericutes",6.38380654686301e-07,9.88373175507391e-06,-0.241600308036931,-0.187065160630313,FALSE
"RSV_genus1322","Mycoplasma","Tenericutes",0.663962589967725,0.668116683335615,2.16300066625469,2.01697631254464,FALSE
"RSV_genus1324","Ureaplasma","Tenericutes",6.45739586011722e-06,9.88373175507391e-06,-0.240785212770483,-0.223729361757567,FALSE
"RSV_genus1327","AUTHM297","Thermotogae",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1328","Thermotoga","Thermotogae",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1333","Opitutus","Verrucomicrobia",7.3059915313413e-06,9.90997623821936e-06,-0.210366026590074,-0.181568657383314,FALSE
"RSV_genus1334","Lentimonas","Verrucomicrobia",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1335","Chthoniobacter","Verrucomicrobia",7.24220727093077e-06,9.88504952821526e-06,-0.246881104501144,-0.222640856629205,FALSE
"RSV_genus1341","Candidatus Methylacidiphilum","Verrucomicrobia",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
"RSV_genus1344","Akkermansia","Verrucomicrobia",0.000186399815892984,0.000204404343564466,-0.0600170169011681,-0.049508469875138,FALSE
"RSV_genus1345","Luteolibacter","Verrucomicrobia",4.44626061843771e-06,9.88373175507391e-06,-0.25401179868196,-0.210359410421346,FALSE
"RSV_genus1347","Prosthecobacter","Verrucomicrobia",2.13969705736647e-06,9.88373175507391e-06,-0.252854459340974,-0.214414520270326,FALSE
"RSV_genus1348","Roseimicrobium","Verrucomicrobia",5.60109397265414e-06,9.88373175507391e-06,-0.25401179868196,-0.230491773275225,FALSE
