"OTU","Genus","Phylum","p_value","p_adj_BH","Normal","Elevated","Hypertension.Stage.1","Hypertension.Stage.2","Hypertensive.Crisis","in_top_panel"
"RSV_genus47","Metascardovia","Actinobacteria",0.148934733547824,0.167530405157978,-0.158876061061013,-0.164434841583431,-0.145146793631982,-0.135654562325067,-0.220530245519853,FALSE
"RSV_genus49","Parascardovia","Actinobacteria",5.52617912653536e-08,4.84796623373329e-06,0.410642247834786,0.42356549453222,0.593063600581135,0.877334037034726,1.36699251181792,TRUE
"RSV_genus50","Pseudoscardovia","Actinobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus51","Scardovia","Actinobacteria",0.440504590259867,0.450781473595728,2.48087256133144,2.40632502550459,2.39203667587698,2.31486896447151,2.28749902287255,FALSE
"RSV_genus52","Corynebacterium","Actinobacteria",0.000250276250386196,0.00966066326490718,4.96440567017789,4.85326203026707,4.75112350274066,4.70641429433091,3.93091133058877,TRUE
"RSV_genus53","Corynebacterium 1","Actinobacteria",0.302212165494953,0.315280799678519,-0.0593937910489962,-0.0639858391754323,-0.0738010434604382,0.0136722847419956,-0.0364630862762973,FALSE
"RSV_genus55","Turicella","Actinobacteria",0.110357495759465,0.144958891477256,-0.242997306917363,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus56","Dietzia","Actinobacteria",0.116519593260546,0.147546811767577,-0.241027511016442,-0.240884904313391,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus57","Mycobacterium","Actinobacteria",0.0591881262471801,0.144958891477256,-0.0340845321087156,-0.0409788961269857,0.0168253053486134,-0.0299971052378861,-0.220530245519853,FALSE
"RSV_genus59","Gordonia","Actinobacteria",0.0951828073112787,0.144958891477256,-0.24686710931974,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus61","Nocardia","Actinobacteria",0.105469175598943,0.144958891477256,-0.24387793045237,-0.248109675630718,-0.241753887540844,-0.241870609451161,-0.220530245519853,FALSE
"RSV_genus62","Rhodococcus","Actinobacteria",0.125615801992718,0.150464765707289,-0.230959602567157,-0.241938621593332,-0.227807302187631,-0.225659354893085,-0.220530245519853,FALSE
"RSV_genus63","Williamsia","Actinobacteria",0.0996772893347172,0.144958891477256,-0.244452626763776,-0.243869393684028,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus64","Tsukamurella","Actinobacteria",0.0952453358120255,0.144958891477256,-0.246906247698513,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus65","Acidothermus","Actinobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus66","Cryptosporangium","Actinobacteria",0.0693868932882196,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.230784534670492,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus67","Fodinicola","Actinobacteria",0.101581816206882,0.144958891477256,-0.247722452964983,-0.242777305997725,-0.241753887540844,-0.245738503117099,-0.220530245519853,FALSE
"RSV_genus68","Frankia","Actinobacteria",0.0967114916417588,0.144958891477256,-0.245803884624001,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus69","Jatrophihabitans","Actinobacteria",0.100292786914337,0.144958891477256,-0.241850298166449,-0.248109675630718,-0.234340985485425,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus70","Blastococcus","Actinobacteria",0.109879762832535,0.144958891477256,-0.241490320794442,-0.240232249710356,-0.238745236006593,-0.235467825436216,-0.220530245519853,FALSE
"RSV_genus71","Geodermatophilus","Actinobacteria",0.110331051877428,0.144958891477256,-0.24208093348871,-0.233095809627622,-0.235003702655599,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus72","Modestobacter","Actinobacteria",0.11507118500906,0.146782342720649,-0.24320222108091,-0.245213517494674,-0.241753887540844,-0.236800754430007,-0.220530245519853,FALSE
"RSV_genus75","Nakamurella","Actinobacteria",0.0924240526769279,0.144958891477256,-0.247722452964983,-0.248109675630718,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
"RSV_genus76","Candidatus Planktophila","Actinobacteria",0.0939349118628827,0.144958891477256,-0.247722452964983,-0.244084088224177,-0.241753887540844,-0.24997119630275,-0.220530245519853,FALSE
